feature,importance
original_firstorder_RootMeanSquared,0.0
original_glcm_Autocorrelation,0.0
original_firstorder_Median,0.0
NEW MRN,0.0
original_glrlm_GrayLevelNonUniformityNormalized,0.0
Device 1 name,0.0
IAtPA,0.0
Reason for stent,0.0
Stent Name,0.0
Stent,0.0
Device 3 name,0.0
Device 2 name,0.0
Balloon guide used?,0.0
Attempts#,0.0
Approach (fem/rad/other),0.0
Vessel 3,0.0
Decision based on:,0.0
Location,0.0
Year,0.0
Baseline mRS,0.0
Pre/intra-procedural anti-thrombotics,0.0
Complications detail,0.0
original_glrlm_GrayLevelVariance,0.0
90 day NIHSS,0.0
Groin/Radial puncture time,0.0
Day of week,0.0
Revasc,0.0
Onset,0.0
Unnamed: 77,0.0
Comments,0.0
Discharge antithrombotics,0.0
Complication required treatment?,0.0
SAH pattern,0.0
PH1/PH2 hemorrhage volume (cc),0.0
ECASS radiological criteria,0.0
MRI seq,0.0
Symptomatic ICH?,0.0
Distal embolization (yes/no?),0.0
Pre-admission anti-thrombotics,0.0
Prior Stroke,0.0
CHF,0.0
original_glrlm_RunVariance,0.0
original_glszm_HighGrayLevelZoneEmphasis,0.0
original_glszm_GrayLevelVariance,0.0
original_glszm_GrayLevelNonUniformityNormalized,0.0
original_glrlm_ShortRunLowGrayLevelEmphasis,0.0
original_glrlm_ShortRunHighGrayLevelEmphasis,0.0
original_glrlm_ShortRunEmphasis,0.0
original_glrlm_RunPercentage,0.0
AFIB,0.0
original_glrlm_RunLengthNonUniformityNormalized,0.0
original_glrlm_RunEntropy,0.0
original_glrlm_LongRunLowGrayLevelEmphasis,0.0
original_glrlm_LongRunHighGrayLevelEmphasis,0.0
original_glrlm_LongRunEmphasis,0.0
original_glrlm_HighGrayLevelRunEmphasis,0.0
original_glszm_LargeAreaEmphasis,0.0
original_glszm_LargeAreaHighGrayLevelEmphasis,0.0
original_glszm_LargeAreaLowGrayLevelEmphasis,0.0
comment,0.0
original_glszm_SizeZoneNonUniformityNormalized,0.0
original_glszm_SmallAreaEmphasis,0.0
original_glszm_SmallAreaHighGrayLevelEmphasis,0.0
original_glszm_SmallAreaLowGrayLevelEmphasis,0.0
original_glszm_ZonePercentage,0.0
original_ngtdm_Coarseness,0.0
original_ngtdm_Complexity,0.0
original_ngtdm_Contrast,0.0
WF Identifier,0.0
Unnamed: 2,0.0
Service date,0.0
Sex,0.0
Race,0.0
original_glszm_SizeZoneNonUniformity,0.0
